facility_id,facility_name,latitude,longitude,pollutant,year,emissions_kg,source
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2016,3830.82,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2017,3342.13,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2018,6253.76,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2019,1043.02,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2020,1638.10,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2021,4006.10,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2022,5102.08,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2023,2022.28,EPA TRI Basic Data Files
77506CRWNC111RE,PASADENA REFINING SYSTEM INC,29.718545,-95.210461,Benzene,2024,1445.60,EPA TRI Basic Data Files
